State,Year,Quarter,District,Trans_count,Trans_amount
kerala,2019,1,kozhikode,705959,29277839174.0
kerala,2019,1,malappuram,695313,29277839174.0
kerala,2019,1,thrissur,583045,29277839174.0
kerala,2019,1,palakkad,390957,29277839174.0
kerala,2019,1,kottayam,348566,29277839174.0
kerala,2019,1,kannur,309217,29277839174.0
kerala,2019,1,kollam,267030,29277839174.0
kerala,2019,1,alappuzha,252186,29277839174.0
kerala,2019,2,ernakulam,2327469,29277839174.0
kerala,2019,2,thiruvananthapuram,897152,29277839174.0
kerala,2019,2,thrissur,768852,29277839174.0
kerala,2019,2,malappuram,575048,29277839174.0
kerala,2019,2,kozhikode,540752,29277839174.0
kerala,2019,2,kottayam,373169,29277839174.0
kerala,2019,2,palakkad,358416,29277839174.0
kerala,2019,2,kannur,350753,29277839174.0
kerala,2019,2,kollam,285888,29277839174.0
kerala,2019,2,alappuzha,282582,29277839174.0
kerala,2019,3,ernakulam,2730518,29277839174.0
kerala,2019,3,thiruvananthapuram,1210326,29277839174.0
kerala,2019,3,thrissur,913742,29277839174.0
kerala,2019,3,kozhikode,791143,29277839174.0
kerala,2019,3,malappuram,669092,29277839174.0
kerala,2019,3,palakkad,468478,29277839174.0
kerala,2019,3,kannur,467512,29277839174.0
kerala,2019,3,kottayam,455029,29277839174.0
kerala,2019,3,kollam,434861,29277839174.0
kerala,2019,3,alappuzha,412404,29277839174.0
kerala,2019,4,ernakulam,3714876,29277839174.0
kerala,2019,4,thiruvananthapuram,1653618,29277839174.0
kerala,2019,4,thrissur,1136317,29277839174.0
kerala,2019,4,kozhikode,1048192,29277839174.0
kerala,2019,4,malappuram,888327,29277839174.0
kerala,2019,4,kollam,625681,29277839174.0
kerala,2019,4,kottayam,621352,29277839174.0
kerala,2019,4,kannur,616688,29277839174.0
kerala,2019,4,palakkad,607193,29277839174.0
kerala,2019,4,alappuzha,581762,29277839174.0
kerala,2020,1,ernakulam,5025201,29277839174.0
kerala,2020,1,thiruvananthapuram,1957687,29277839174.0
kerala,2020,1,kozhikode,1568774,29277839174.0
kerala,2020,1,thrissur,1370029,29277839174.0
kerala,2020,1,malappuram,1032834,29277839174.0
kerala,2020,1,kollam,773621,29277839174.0
kerala,2020,1,kottayam,752571,29277839174.0
kerala,2020,1,palakkad,715756,29277839174.0
kerala,2020,1,kannur,703334,29277839174.0
kerala,2020,1,alappuzha,655979,29277839174.0
kerala,2020,2,ernakulam,4530511,29277839174.0
kerala,2020,2,thiruvananthapuram,1742767,29277839174.0
kerala,2020,2,kozhikode,1566564,29277839174.0
kerala,2020,2,thrissur,1351787,29277839174.0
kerala,2020,2,malappuram,1257378,29277839174.0
kerala,2020,2,kannur,998243,29277839174.0
kerala,2020,2,kollam,893973,29277839174.0
kerala,2020,2,palakkad,893115,29277839174.0
kerala,2020,2,kottayam,761782,29277839174.0
kerala,2020,2,alappuzha,755556,29277839174.0
kerala,2020,3,ernakulam,5931363,29277839174.0
kerala,2020,3,kozhikode,2170142,29277839174.0
kerala,2020,3,thiruvananthapuram,2081035,29277839174.0
kerala,2020,3,malappuram,1898768,29277839174.0
kerala,2020,3,thrissur,1849073,29277839174.0
kerala,2020,3,kollam,1338722,29277839174.0
kerala,2020,3,kannur,1278504,29277839174.0
kerala,2020,3,palakkad,1116331,29277839174.0
kerala,2020,3,alappuzha,1034921,29277839174.0
kerala,2020,3,kottayam,1001447,29277839174.0
kerala,2020,4,ernakulam,8950159,29277839174.0
kerala,2020,4,kozhikode,3436777,29277839174.0
kerala,2020,4,thiruvananthapuram,3376010,29277839174.0
kerala,2020,4,malappuram,2988328,29277839174.0
kerala,2020,4,thrissur,2628494,29277839174.0
kerala,2020,4,kannur,1966681,29277839174.0
kerala,2020,4,kollam,1917078,29277839174.0
kerala,2020,4,palakkad,1675633,29277839174.0
kerala,2020,4,alappuzha,1562242,29277839174.0
kerala,2020,4,kottayam,1486474,29277839174.0
kerala,2021,1,ernakulam,13390058,29277839174.0
kerala,2021,1,kozhikode,4287518,29277839174.0
kerala,2021,1,malappuram,4147591,29277839174.0
kerala,2021,1,thiruvananthapuram,3878020,29277839174.0
kerala,2021,1,thrissur,3475629,29277839174.0
kerala,2021,1,kollam,2127176,29277839174.0
kerala,2021,1,kannur,2044936,29277839174.0
kerala,2021,1,palakkad,1892633,29277839174.0
kerala,2021,1,kottayam,1808155,29277839174.0
kerala,2021,1,alappuzha,1681817,29277839174.0
kerala,2021,2,ernakulam,14177054,29277839174.0
kerala,2021,2,kozhikode,4726028,29277839174.0
kerala,2021,2,malappuram,4693842,29277839174.0
kerala,2021,2,thiruvananthapuram,4154572,29277839174.0
kerala,2021,2,thrissur,3881737,29277839174.0
kerala,2021,2,kollam,2534369,29277839174.0
kerala,2021,2,kannur,2477621,29277839174.0
kerala,2021,2,palakkad,2232317,29277839174.0
kerala,2021,2,kottayam,2131122,29277839174.0
kerala,2021,2,alappuzha,1921008,29277839174.0
kerala,2021,3,ernakulam,19207421,29277839174.0
kerala,2021,3,malappuram,6691321,29277839174.0
kerala,2021,3,kozhikode,6483184,29277839174.0
kerala,2021,3,thiruvananthapuram,5427449,29277839174.0
kerala,2021,3,thrissur,5059971,29277839174.0
kerala,2021,3,kollam,3321904,29277839174.0
kerala,2021,3,kannur,3200023,29277839174.0
kerala,2021,3,palakkad,2841134,29277839174.0
kerala,2021,3,kottayam,2719376,29277839174.0
kerala,2021,3,alappuzha,2505822,29277839174.0
kerala,2021,4,ernakulam,25306923,29277839174.0
kerala,2021,4,malappuram,8689226,29277839174.0
kerala,2021,4,kozhikode,8306264,29277839174.0
kerala,2021,4,thiruvananthapuram,6802679,29277839174.0
kerala,2021,4,thrissur,6471411,29277839174.0
kerala,2021,4,kannur,4171542,29277839174.0
kerala,2021,4,kollam,4107417,29277839174.0
kerala,2021,4,palakkad,3813936,29277839174.0
kerala,2021,4,kottayam,3504049,29277839174.0
kerala,2021,4,alappuzha,3177335,29277839174.0
kerala,2022,1,ernakulam,29451475,29277839174.0
kerala,2022,1,malappuram,10270093,29277839174.0
kerala,2022,1,kozhikode,9526680,29277839174.0
kerala,2022,1,thiruvananthapuram,7747326,29277839174.0
kerala,2022,1,thrissur,7612460,29277839174.0
kerala,2022,1,kollam,4851496,29277839174.0
kerala,2022,1,kannur,4837076,29277839174.0
kerala,2022,1,palakkad,4504996,29277839174.0
kerala,2022,1,kottayam,4029330,29277839174.0
kerala,2022,1,alappuzha,3687088,29277839174.0
kerala,2022,2,ernakulam,32257485,29277839174.0
kerala,2022,2,malappuram,11218062,29277839174.0
kerala,2022,2,kozhikode,10478852,29277839174.0
kerala,2022,2,thiruvananthapuram,8942858,29277839174.0
kerala,2022,2,thrissur,8767715,29277839174.0
kerala,2022,2,kollam,5799455,29277839174.0
kerala,2022,2,kannur,5415196,29277839174.0
kerala,2022,2,palakkad,4998295,29277839174.0
kerala,2022,2,kottayam,4440370,29277839174.0
kerala,2022,2,alappuzha,4151240,29277839174.0
kerala,2022,3,ernakulam,35009862,29277839174.0
kerala,2022,3,thiruvananthapuram,11886964,29277839174.0
kerala,2022,3,malappuram,11727280,29277839174.0
kerala,2022,3,kozhikode,10298519,29277839174.0
kerala,2022,3,thrissur,9037575,29277839174.0
kerala,2022,3,kollam,7100622,29277839174.0
kerala,2022,3,palakkad,6174837,29277839174.0
kerala,2022,3,kottayam,5918541,29277839174.0
kerala,2022,3,alappuzha,5705022,29277839174.0
kerala,2022,3,kannur,5631041,29277839174.0
kerala,2022,4,ernakulam,39069167,29277839174.0
kerala,2022,4,thrissur,12802574,29277839174.0
kerala,2022,4,malappuram,12667960,29277839174.0
kerala,2022,4,thiruvananthapuram,12176949,29277839174.0
kerala,2022,4,kozhikode,11205522,29277839174.0
kerala,2022,4,kollam,7022669,29277839174.0
kerala,2022,4,palakkad,6558445,29277839174.0
kerala,2022,4,kottayam,6551967,29277839174.0
kerala,2022,4,kannur,6407573,29277839174.0
kerala,2022,4,alappuzha,6094707,29277839174.0
kerala,2023,1,ernakulam,30034347,29277839174.0
kerala,2023,1,kozhikode,17609474,29277839174.0
kerala,2023,1,malappuram,15994699,29277839174.0
kerala,2023,1,thiruvananthapuram,15777495,29277839174.0
kerala,2023,1,kannur,10009053,29277839174.0
kerala,2023,1,thrissur,9811793,29277839174.0
kerala,2023,1,kollam,8766861,29277839174.0
kerala,2023,1,palakkad,8521427,29277839174.0
kerala,2023,1,alappuzha,7029352,29277839174.0
kerala,2023,1,kottayam,6448095,29277839174.0
kerala,2023,2,ernakulam,31266275,29277839174.0
kerala,2023,2,kozhikode,18231277,29277839174.0
kerala,2023,2,thiruvananthapuram,16834507,29277839174.0
kerala,2023,2,malappuram,16442153,29277839174.0
kerala,2023,2,kannur,10783259,29277839174.0
kerala,2023,2,thrissur,10462551,29277839174.0
kerala,2023,2,kollam,9464997,29277839174.0
kerala,2023,2,palakkad,8994974,29277839174.0
kerala,2023,2,alappuzha,7694391,29277839174.0
kerala,2023,2,kottayam,6878572,29277839174.0
kerala,2023,3,ernakulam,34558327,29277839174.0
kerala,2023,3,kozhikode,19394854,29277839174.0
kerala,2023,3,thiruvananthapuram,18643081,29277839174.0
kerala,2023,3,malappuram,18229082,29277839174.0
kerala,2023,3,kannur,11874120,29277839174.0
kerala,2023,3,thrissur,11419815,29277839174.0
kerala,2023,3,kollam,10425657,29277839174.0
kerala,2023,3,palakkad,9656725,29277839174.0
kerala,2023,3,alappuzha,8349948,29277839174.0
kerala,2023,3,kottayam,7598688,29277839174.0
kerala,2023,4,ernakulam,36070124,29277839174.0
kerala,2023,4,kozhikode,20504589,29277839174.0
kerala,2023,4,thiruvananthapuram,19316004,29277839174.0
kerala,2023,4,malappuram,18960936,29277839174.0
kerala,2023,4,kannur,12846603,29277839174.0
kerala,2023,4,thrissur,11972689,29277839174.0
kerala,2023,4,kollam,10773692,29277839174.0
kerala,2023,4,palakkad,10060701,29277839174.0
kerala,2023,4,alappuzha,8822498,29277839174.0
kerala,2023,4,kottayam,8168997,29277839174.0
kerala,2024,1,ernakulam,36302206,29277839174.0
kerala,2024,1,kozhikode,20525616,29277839174.0
kerala,2024,1,thiruvananthapuram,19564302,29277839174.0
kerala,2024,1,malappuram,18991293,29277839174.0
kerala,2024,1,kannur,13131416,29277839174.0
kerala,2024,1,thrissur,12155776,29277839174.0
kerala,2024,1,kollam,11198940,29277839174.0
kerala,2024,1,palakkad,10184200,29277839174.0
kerala,2024,1,alappuzha,9049439,29277839174.0
kerala,2024,1,kottayam,8352880,29277839174.0
ladakh,2018,1,leh ladakh,4845,29277839174.0
ladakh,2018,1,kargil,1244,29277839174.0
ladakh,2018,2,leh ladakh,10969,29277839174.0
ladakh,2018,2,kargil,4041,29277839174.0
ladakh,2018,3,leh ladakh,18715,29277839174.0
ladakh,2018,3,kargil,6149,29277839174.0
ladakh,2018,4,leh ladakh,26838,29277839174.0
ladakh,2018,4,kargil,8373,29277839174.0
ladakh,2019,1,leh ladakh,36320,29277839174.0
ladakh,2019,1,kargil,9825,29277839174.0
ladakh,2019,2,leh ladakh,53483,29277839174.0
ladakh,2019,2,kargil,15289,29277839174.0
ladakh,2019,3,leh ladakh,78541,29277839174.0
ladakh,2019,3,kargil,13855,29277839174.0
ladakh,2019,4,leh ladakh,79404,29277839174.0
ladakh,2019,4,kargil,5302,29277839174.0
ladakh,2020,1,leh ladakh,92250,29277839174.0
ladakh,2020,1,kargil,24169,29277839174.0
ladakh,2020,2,leh ladakh,116607,29277839174.0
ladakh,2020,2,kargil,38403,29277839174.0
ladakh,2020,3,leh ladakh,174514,29277839174.0
ladakh,2020,3,kargil,53708,29277839174.0
ladakh,2020,4,leh ladakh,252454,29277839174.0
ladakh,2020,4,kargil,79680,29277839174.0
ladakh,2021,1,leh ladakh,216659,29277839174.0
ladakh,2021,1,kargil,58756,29277839174.0
ladakh,2021,2,leh ladakh,307802,29277839174.0
ladakh,2021,2,kargil,91914,29277839174.0
ladakh,2021,3,leh ladakh,462038,29277839174.0
ladakh,2021,3,kargil,128949,29277839174.0
ladakh,2021,4,leh ladakh,495230,29277839174.0
ladakh,2021,4,kargil,134957,29277839174.0
ladakh,2022,1,leh ladakh,500666,29277839174.0
ladakh,2022,1,kargil,129349,29277839174.0
ladakh,2022,2,leh ladakh,888735,29277839174.0
ladakh,2022,2,kargil,229338,29277839174.0
ladakh,2022,3,leh ladakh,946345,29277839174.0
ladakh,2022,3,kargil,244513,29277839174.0
ladakh,2022,4,leh ladakh,850164,29277839174.0
ladakh,2022,4,kargil,233208,29277839174.0
ladakh,2023,1,leh ladakh,1265470,29277839174.0
ladakh,2023,1,kargil,301776,29277839174.0
ladakh,2023,2,leh ladakh,2307295,29277839174.0
ladakh,2023,2,kargil,636520,29277839174.0
ladakh,2023,3,leh ladakh,2793613,29277839174.0
ladakh,2023,3,kargil,827753,29277839174.0
ladakh,2023,4,leh ladakh,2444425,29277839174.0
ladakh,2023,4,kargil,705793,29277839174.0
ladakh,2024,1,leh ladakh,2377458,29277839174.0
ladakh,2024,1,kargil,609643,29277839174.0
lakshadweep,2018,1,lakshadweep,778,29277839174.0
lakshadweep,2018,2,lakshadweep,2132,29277839174.0
lakshadweep,2018,3,lakshadweep,1703,29277839174.0
lakshadweep,2018,4,lakshadweep,1642,29277839174.0
lakshadweep,2019,1,lakshadweep,2481,29277839174.0
lakshadweep,2019,2,lakshadweep,2926,29277839174.0
lakshadweep,2019,3,lakshadweep,3104,29277839174.0
lakshadweep,2019,4,lakshadweep,3765,29277839174.0
lakshadweep,2020,1,lakshadweep,5151,29277839174.0
lakshadweep,2020,2,lakshadweep,7220,29277839174.0
lakshadweep,2020,3,lakshadweep,8589,29277839174.0
lakshadweep,2020,4,lakshadweep,11650,29277839174.0
lakshadweep,2021,1,lakshadweep,9085,29277839174.0
lakshadweep,2021,2,lakshadweep,11384,29277839174.0
lakshadweep,2021,3,lakshadweep,13370,29277839174.0
lakshadweep,2021,4,lakshadweep,15470,29277839174.0
lakshadweep,2022,1,lakshadweep,16397,29277839174.0
lakshadweep,2022,2,lakshadweep,17569,29277839174.0
lakshadweep,2022,3,lakshadweep,15241,29277839174.0
lakshadweep,2022,4,lakshadweep,17147,29277839174.0
lakshadweep,2023,1,lakshadweep,29520,29277839174.0
lakshadweep,2023,2,lakshadweep,34918,29277839174.0
lakshadweep,2023,3,lakshadweep,43757,29277839174.0
lakshadweep,2023,4,lakshadweep,63479,29277839174.0
lakshadweep,2024,1,lakshadweep,81176,29277839174.0
madhya-pradesh,2018,1,bhopal,1704495,29277839174.0
madhya-pradesh,2018,1,indore,1066784,29277839174.0
madhya-pradesh,2018,1,gwalior,354555,29277839174.0
madhya-pradesh,2018,1,jabalpur,294739,29277839174.0
madhya-pradesh,2018,1,sehore,262578,29277839174.0
madhya-pradesh,2018,1,ujjain,223180,29277839174.0
madhya-pradesh,2018,1,sagar,217079,29277839174.0
madhya-pradesh,2018,1,rewa,210786,29277839174.0
madhya-pradesh,2018,1,dewas,187518,29277839174.0
madhya-pradesh,2018,1,dhar,183246,29277839174.0
madhya-pradesh,2018,2,bhopal,2101870,29277839174.0
madhya-pradesh,2018,2,indore,1375908,29277839174.0
madhya-pradesh,2018,2,gwalior,489851,29277839174.0
madhya-pradesh,2018,2,jabalpur,422639,29277839174.0
madhya-pradesh,2018,2,sehore,344826,29277839174.0
madhya-pradesh,2018,2,rewa,298854,29277839174.0
madhya-pradesh,2018,2,ujjain,291630,29277839174.0
madhya-pradesh,2018,2,sagar,267894,29277839174.0
madhya-pradesh,2018,2,satna,242463,29277839174.0
madhya-pradesh,2018,2,dhar,238497,29277839174.0
madhya-pradesh,2018,3,bhopal,3157810,29277839174.0
madhya-pradesh,2018,3,indore,2082530,29277839174.0
madhya-pradesh,2018,3,sagar,792217,29277839174.0
madhya-pradesh,2018,3,sehore,758026,29277839174.0
madhya-pradesh,2018,3,gwalior,726317,29277839174.0
madhya-pradesh,2018,3,jabalpur,701227,29277839174.0
madhya-pradesh,2018,3,rewa,566062,29277839174.0
madhya-pradesh,2018,3,ujjain,498756,29277839174.0
madhya-pradesh,2018,3,narsinghpur,426854,29277839174.0
madhya-pradesh,2018,3,dhar,425936,29277839174.0
madhya-pradesh,2018,4,bhopal,4226983,29277839174.0
madhya-pradesh,2018,4,indore,2826520,29277839174.0
madhya-pradesh,2018,4,gwalior,894712,29277839174.0
madhya-pradesh,2018,4,jabalpur,866243,29277839174.0
madhya-pradesh,2018,4,sehore,783146,29277839174.0
madhya-pradesh,2018,4,rewa,588836,29277839174.0
madhya-pradesh,2018,4,ujjain,585638,29277839174.0
madhya-pradesh,2018,4,sagar,573261,29277839174.0
madhya-pradesh,2018,4,dhar,536104,29277839174.0
madhya-pradesh,2018,4,dewas,501654,29277839174.0
madhya-pradesh,2019,1,bhopal,8252290,29277839174.0
madhya-pradesh,2019,1,indore,5731364,29277839174.0
madhya-pradesh,2019,1,sehore,1598108,29277839174.0
madhya-pradesh,2019,1,jabalpur,1489827,29277839174.0
madhya-pradesh,2019,1,gwalior,1342886,29277839174.0
madhya-pradesh,2019,1,dhar,976357,29277839174.0
madhya-pradesh,2019,1,ujjain,940607,29277839174.0
madhya-pradesh,2019,1,sagar,925998,29277839174.0
madhya-pradesh,2019,1,dewas,911351,29277839174.0
madhya-pradesh,2019,1,rewa,866533,29277839174.0
madhya-pradesh,2019,2,bhopal,12031142,29277839174.0
madhya-pradesh,2019,2,indore,8459734,29277839174.0
madhya-pradesh,2019,2,jabalpur,2003659,29277839174.0
madhya-pradesh,2019,2,gwalior,1264694,29277839174.0
madhya-pradesh,2019,2,sehore,1000398,29277839174.0
madhya-pradesh,2019,2,ujjain,869522,29277839174.0
madhya-pradesh,2019,2,sagar,758405,29277839174.0
madhya-pradesh,2019,2,hoshangabad,733352,29277839174.0
madhya-pradesh,2019,2,rewa,718741,29277839174.0
madhya-pradesh,2019,2,dewas,705805,29277839174.0
madhya-pradesh,2019,3,bhopal,15339970,29277839174.0
madhya-pradesh,2019,3,indore,11739888,29277839174.0
madhya-pradesh,2019,3,jabalpur,2424190,29277839174.0
madhya-pradesh,2019,3,gwalior,1945426,29277839174.0
madhya-pradesh,2019,3,ujjain,1287391,29277839174.0
madhya-pradesh,2019,3,sehore,1227719,29277839174.0
madhya-pradesh,2019,3,dewas,992605,29277839174.0
madhya-pradesh,2019,3,rewa,935300,29277839174.0
madhya-pradesh,2019,3,sagar,935229,29277839174.0
madhya-pradesh,2019,3,dhar,895526,29277839174.0
madhya-pradesh,2019,4,bhopal,18062429,29277839174.0
madhya-pradesh,2019,4,indore,15879423,29277839174.0
madhya-pradesh,2019,4,jabalpur,2901762,29277839174.0
madhya-pradesh,2019,4,gwalior,2509157,29277839174.0
madhya-pradesh,2019,4,ujjain,1649254,29277839174.0
madhya-pradesh,2019,4,sehore,1629869,29277839174.0
madhya-pradesh,2019,4,dewas,1251392,29277839174.0
madhya-pradesh,2019,4,sagar,1218814,29277839174.0
madhya-pradesh,2019,4,dhar,1194971,29277839174.0
madhya-pradesh,2019,4,rewa,1160674,29277839174.0
madhya-pradesh,2020,1,indore,20249473,29277839174.0
madhya-pradesh,2020,1,bhopal,18872294,29277839174.0
madhya-pradesh,2020,1,jabalpur,3486010,29277839174.0
madhya-pradesh,2020,1,gwalior,2793829,29277839174.0
madhya-pradesh,2020,1,ujjain,1956388,29277839174.0
madhya-pradesh,2020,1,sehore,1747508,29277839174.0
madhya-pradesh,2020,1,chhindwara,1550995,29277839174.0
madhya-pradesh,2020,1,dewas,1550696,29277839174.0
madhya-pradesh,2020,1,dhar,1500274,29277839174.0
madhya-pradesh,2020,1,rewa,1358528,29277839174.0
madhya-pradesh,2020,2,bhopal,14074026,29277839174.0
madhya-pradesh,2020,2,indore,13320426,29277839174.0
madhya-pradesh,2020,2,gwalior,2624767,29277839174.0
madhya-pradesh,2020,2,jabalpur,2318052,29277839174.0
madhya-pradesh,2020,2,ujjain,2060273,29277839174.0
madhya-pradesh,2020,2,sehore,2007098,29277839174.0
madhya-pradesh,2020,2,chhindwara,1950309,29277839174.0
madhya-pradesh,2020,2,dewas,1913320,29277839174.0
madhya-pradesh,2020,2,rewa,1877915,29277839174.0
madhya-pradesh,2020,2,dhar,1792207,29277839174.0
madhya-pradesh,2020,3,bhopal,29560361,29277839174.0
madhya-pradesh,2020,3,indore,17544816,29277839174.0
madhya-pradesh,2020,3,gwalior,3978884,29277839174.0
madhya-pradesh,2020,3,jabalpur,3568035,29277839174.0
madhya-pradesh,2020,3,ujjain,2921971,29277839174.0
madhya-pradesh,2020,3,dhar,2527639,29277839174.0
madhya-pradesh,2020,3,sehore,2512141,29277839174.0
madhya-pradesh,2020,3,dewas,2498225,29277839174.0
madhya-pradesh,2020,3,chhindwara,2113701,29277839174.0
madhya-pradesh,2020,3,rewa,2086383,29277839174.0
madhya-pradesh,2020,4,bhopal,38492334,29277839174.0
madhya-pradesh,2020,4,indore,25715586,29277839174.0
madhya-pradesh,2020,4,gwalior,6115831,29277839174.0
madhya-pradesh,2020,4,jabalpur,5245511,29277839174.0
madhya-pradesh,2020,4,ujjain,4280284,29277839174.0
madhya-pradesh,2020,4,dhar,3833814,29277839174.0
madhya-pradesh,2020,4,dewas,3659099,29277839174.0
madhya-pradesh,2020,4,sehore,3633263,29277839174.0
madhya-pradesh,2020,4,chhindwara,3170211,29277839174.0
madhya-pradesh,2020,4,rewa,3045335,29277839174.0
madhya-pradesh,2021,1,bhopal,67309234,29277839174.0
madhya-pradesh,2021,1,indore,37457244,29277839174.0
madhya-pradesh,2021,1,gwalior,7162483,29277839174.0
madhya-pradesh,2021,1,jabalpur,6508756,29277839174.0
madhya-pradesh,2021,1,ujjain,4926814,29277839174.0
madhya-pradesh,2021,1,dhar,4368739,29277839174.0
madhya-pradesh,2021,1,dewas,3992803,29277839174.0
madhya-pradesh,2021,1,sehore,3804912,29277839174.0
madhya-pradesh,2021,1,chhindwara,3281453,29277839174.0
madhya-pradesh,2021,1,sagar,3149917,29277839174.0
madhya-pradesh,2021,2,bhopal,74643630,29277839174.0
madhya-pradesh,2021,2,indore,34159162,29277839174.0
madhya-pradesh,2021,2,gwalior,7475892,29277839174.0
madhya-pradesh,2021,2,jabalpur,6808088,29277839174.0
madhya-pradesh,2021,2,dhar,5029916,29277839174.0
madhya-pradesh,2021,2,ujjain,4879699,29277839174.0
madhya-pradesh,2021,2,dewas,4430778,29277839174.0
madhya-pradesh,2021,2,sehore,4199604,29277839174.0
madhya-pradesh,2021,2,chhindwara,3787673,29277839174.0
madhya-pradesh,2021,2,rewa,3692722,29277839174.0
madhya-pradesh,2021,3,bhopal,103403998,29277839174.0
madhya-pradesh,2021,3,indore,55970712,29277839174.0
madhya-pradesh,2021,3,gwalior,10677148,29277839174.0
madhya-pradesh,2021,3,jabalpur,9691966,29277839174.0
madhya-pradesh,2021,3,ujjain,7652620,29277839174.0
madhya-pradesh,2021,3,dhar,7010257,29277839174.0
madhya-pradesh,2021,3,dewas,6092595,29277839174.0
madhya-pradesh,2021,3,sehore,5466240,29277839174.0
madhya-pradesh,2021,3,chhindwara,5106996,29277839174.0
madhya-pradesh,2021,3,sagar,4691027,29277839174.0
madhya-pradesh,2021,4,bhopal,134176541,29277839174.0
madhya-pradesh,2021,4,indore,73486993,29277839174.0
madhya-pradesh,2021,4,gwalior,13721879,29277839174.0
madhya-pradesh,2021,4,jabalpur,12476449,29277839174.0
madhya-pradesh,2021,4,ujjain,9436286,29277839174.0
madhya-pradesh,2021,4,dhar,8770665,29277839174.0
madhya-pradesh,2021,4,dewas,7659615,29277839174.0
madhya-pradesh,2021,4,sehore,6733399,29277839174.0
madhya-pradesh,2021,4,chhindwara,6522234,29277839174.0
madhya-pradesh,2021,4,rewa,6195961,29277839174.0
madhya-pradesh,2022,1,bhopal,159892411,29277839174.0
madhya-pradesh,2022,1,indore,82698834,29277839174.0
madhya-pradesh,2022,1,gwalior,15549106,29277839174.0
madhya-pradesh,2022,1,jabalpur,14198131,29277839174.0
madhya-pradesh,2022,1,ujjain,11174270,29277839174.0
madhya-pradesh,2022,1,dhar,10117283,29277839174.0
madhya-pradesh,2022,1,dewas,8873232,29277839174.0
madhya-pradesh,2022,1,sehore,7782311,29277839174.0
madhya-pradesh,2022,1,chhindwara,7709009,29277839174.0
madhya-pradesh,2022,1,sagar,7000254,29277839174.0
madhya-pradesh,2022,2,bhopal,185588829,29277839174.0
madhya-pradesh,2022,2,indore,94002709,29277839174.0
madhya-pradesh,2022,2,gwalior,18027874,29277839174.0
madhya-pradesh,2022,2,jabalpur,16889784,29277839174.0
madhya-pradesh,2022,2,ujjain,12860422,29277839174.0
madhya-pradesh,2022,2,dhar,11567048,29277839174.0
madhya-pradesh,2022,2,dewas,9969749,29277839174.0
madhya-pradesh,2022,2,chhindwara,8962440,29277839174.0
madhya-pradesh,2022,2,sehore,8725327,29277839174.0
madhya-pradesh,2022,2,rewa,8417985,29277839174.0
madhya-pradesh,2022,3,chhindwara,169367916,29277839174.0
madhya-pradesh,2022,3,bhopal,156507125,29277839174.0
madhya-pradesh,2022,3,indore,140075797,29277839174.0
madhya-pradesh,2022,3,gwalior,19510123,29277839174.0
madhya-pradesh,2022,3,jabalpur,17564654,29277839174.0
madhya-pradesh,2022,3,ujjain,14059587,29277839174.0
madhya-pradesh,2022,3,dhar,12392412,29277839174.0
madhya-pradesh,2022,3,dewas,10823857,29277839174.0
madhya-pradesh,2022,3,rewa,8837903,29277839174.0
madhya-pradesh,2022,3,sehore,8802203,29277839174.0
madhya-pradesh,2022,4,chhindwara,245710341,29277839174.0
madhya-pradesh,2022,4,bhopal,190199488,29277839174.0
madhya-pradesh,2022,4,indore,158576063,29277839174.0
madhya-pradesh,2022,4,gwalior,21340912,29277839174.0
madhya-pradesh,2022,4,jabalpur,17383664,29277839174.0
madhya-pradesh,2022,4,ujjain,16707523,29277839174.0
madhya-pradesh,2022,4,dhar,13287245,29277839174.0
madhya-pradesh,2022,4,dewas,11710945,29277839174.0
madhya-pradesh,2022,4,shahdol,10700938,29277839174.0
madhya-pradesh,2022,4,rewa,9898698,29277839174.0
madhya-pradesh,2023,1,indore,125871728,29277839174.0
madhya-pradesh,2023,1,bhopal,90233129,29277839174.0
madhya-pradesh,2023,1,gwalior,32530192,29277839174.0
madhya-pradesh,2023,1,ujjain,26942883,29277839174.0
madhya-pradesh,2023,1,jabalpur,25123516,29277839174.0
madhya-pradesh,2023,1,dhar,23103625,29277839174.0
madhya-pradesh,2023,1,dewas,19792878,29277839174.0
madhya-pradesh,2023,1,chhindwara,17392755,29277839174.0
madhya-pradesh,2023,1,rewa,16354341,29277839174.0
madhya-pradesh,2023,1,sehore,16316080,29277839174.0
madhya-pradesh,2023,2,indore,142167846,29277839174.0
madhya-pradesh,2023,2,bhopal,101329806,29277839174.0
madhya-pradesh,2023,2,gwalior,37274900,29277839174.0
madhya-pradesh,2023,2,ujjain,30837675,29277839174.0
madhya-pradesh,2023,2,jabalpur,28848316,29277839174.0
madhya-pradesh,2023,2,dhar,26679875,29277839174.0
madhya-pradesh,2023,2,dewas,22398163,29277839174.0
madhya-pradesh,2023,2,rewa,20065798,29277839174.0
madhya-pradesh,2023,2,chhindwara,20020454,29277839174.0
madhya-pradesh,2023,2,sehore,18815311,29277839174.0
madhya-pradesh,2023,3,indore,164378809,29277839174.0
madhya-pradesh,2023,3,bhopal,115364148,29277839174.0
madhya-pradesh,2023,3,gwalior,44104224,29277839174.0
madhya-pradesh,2023,3,ujjain,37433542,29277839174.0
madhya-pradesh,2023,3,jabalpur,32794066,29277839174.0
madhya-pradesh,2023,3,dhar,31420934,29277839174.0
madhya-pradesh,2023,3,dewas,25756644,29277839174.0
